id,region,dialect_text,source_text,target_text
1441,Barishal,হে মোর ছোডো ছোডো পছন্দের জিনিসের খেয়াল রাখতে,translate Barishal to Bangla: হে মোর ছোডো ছোডো পছন্দের জিনিসের খেয়াল রাখতে,সে আমার ছোট ছোট পছন্দের জিনিসও খেয়াল রাখতো
1297,Pabna,আমি নিজে দেকছি সে ক্যাবা খারাপ ব্যবহার হরে মার সাতে,translate Pabna to Bangla: আমি নিজে দেকছি সে ক্যাবা খারাপ ব্যবহার হরে মার সাতে,আমি নিজে দেখেছি সে কেমন বাজে ব্যবহার করে মায়ের সাথে
0503,Barishal,পরীক্ষার লইগ্গা বেইন্নাকালে পড়ালেহা হরা ভালো,translate Barishal to Bangla: পরীক্ষার লইগ্গা বেইন্নাকালে পড়ালেহা হরা ভালো,পরীক্ষার জন্য সকালে পড়াশোনা করা ভালো হয়
1245,Mymensingh,মেলা দিন তোমার সংসারে দায়িত্ব পালন করছি,translate Mymensingh to Bangla: মেলা দিন তোমার সংসারে দায়িত্ব পালন করছি,অনেক তোমার সংসারে দায়িত্ব পালন করেছি
1845,Jashore,মা ঝারু দিয়ে ঘরটা ঝাড় দিচ্ছে,translate Jashore to Bangla: মা ঝারু দিয়ে ঘরটা ঝাড় দিচ্ছে,মা ঝারু দিয়ে ঘরটি পরিষ্কার করছে
0749,Jashore,পাহাড়ের চুড়ায় উঠতি চাই,translate Jashore to Bangla: পাহাড়ের চুড়ায় উঠতি চাই,পাহাড়ের চূড়ায় উঠতে চাই
2236,Pabna,আমি আর আব্বা গতকাইল সিলেট থেন ডাকায় আইছি,translate Pabna to Bangla: আমি আর আব্বা গতকাইল সিলেট থেন ডাকায় আইছি,আমি আর আব্বু গতকাল সিলেট থেকে ঢাকায় এসেছি
0915,Barishal,মোর বেইন্নাকালে উইট্টা চা খাওনের অভ্যাস,translate Barishal to Bangla: মোর বেইন্নাকালে উইট্টা চা খাওনের অভ্যাস,আমার সকালে উঠেই চা খাওয়ার অভ্যাস
0352,Pabna,তুমার বন্দুরে কাছে থাকতি ম্যালা বালো লাগে,translate Pabna to Bangla: তুমার বন্দুরে কাছে থাকতি ম্যালা বালো লাগে,তোমার বন্ধুদের কাছে থাকতে খুব ভালো লাগে
2151,Jashore,আমি যেই ছুয়ালকে পছন্দ করি সে আমার বাড়ির কাউরে সম্মান করেনা,translate Jashore to Bangla: আমি যেই ছুয়ালকে পছন্দ করি সে আমার বাড়ির কাউরে সম্মান করেনা,আমি যেই ছেলেকে পছন্দ করি সে আমার পরিবারের কাউকে সম্মান করেনা
1395,Jashore,আমি নিজেরটা সাইডে রাখি ওরে সান্ত্বনা দিছি,translate Jashore to Bangla: আমি নিজেরটা সাইডে রাখি ওরে সান্ত্বনা দিছি,আমি আমার বিষয় সাইডে রেখে তাকে সান্ত্বনা দিছি
2205,Pabna,একটা আহত গ্যাদাডা রাস্তায় দাড়ায়া কাঁদতেছে,translate Pabna to Bangla: একটা আহত গ্যাদাডা রাস্তায় দাড়ায়া কাঁদতেছে,একটি আহত শিশুটি রাস্তায় দাঁড়িয়ে কাঁদছে
